State,Years,Male_P_Bach,Female_P_Bach,Race
Massachusetts,2020,17.50%,24.80%,American Indian or Alaska Native Alone
Massachusetts,2019,19.50%,31.70%,American Indian or Alaska Native Alone
Massachusetts,2018,28.70%,34.50%,American Indian or Alaska Native Alone
Massachusetts,2017,12.10%,18.40%,American Indian or Alaska Native Alone
Massachusetts,2016,14.90%,36.60%,American Indian or Alaska Native Alone
Massachusetts,2015,18.20%,25.90%,American Indian or Alaska Native Alone
Michigan,2022,25.30%,32.60%,American Indian or Alaska Native Alone
Michigan,2021,15.90%,26.60%,American Indian or Alaska Native Alone
Michigan,2020,18.90%,24.90%,American Indian or Alaska Native Alone
Michigan,2019,23.60%,17.10%,American Indian or Alaska Native Alone
Michigan,2018,10.00%,24.10%,American Indian or Alaska Native Alone
Michigan,2017,27.30%,29.20%,American Indian or Alaska Native Alone
Michigan,2016,14.20%,31.20%,American Indian or Alaska Native Alone
Michigan,2015,28.30%,33.90%,American Indian or Alaska Native Alone
Minnesota,2022,8.10%,18.00%,American Indian or Alaska Native Alone
Minnesota,2021,11.10%,20.30%,American Indian or Alaska Native Alone
Minnesota,2020,12.70%,14.30%,American Indian or Alaska Native Alone
Minnesota,2019,11.40%,12.00%,American Indian or Alaska Native Alone
Minnesota,2018,11.80%,15.80%,American Indian or Alaska Native Alone
Minnesota,2017,14.70%,20.70%,American Indian or Alaska Native Alone
Minnesota,2016,11.80%,10.70%,American Indian or Alaska Native Alone
Minnesota,2015,12.60%,15.00%,American Indian or Alaska Native Alone
Mississippi,2022,12.40%,16.00%,American Indian or Alaska Native Alone
Mississippi,2021,11.00%,17.20%,American Indian or Alaska Native Alone
Mississippi,2020,13.00%,14.90%,American Indian or Alaska Native Alone
Mississippi,2019,15.50%,14.10%,American Indian or Alaska Native Alone
Mississippi,2018,8.80%,13.10%,American Indian or Alaska Native Alone
Mississippi,2017,13.00%,13.50%,American Indian or Alaska Native Alone
Mississippi,2016,10.50%,17.00%,American Indian or Alaska Native Alone
Mississippi,2015,10.90%,15.10%,American Indian or Alaska Native Alone
Missouri,2022,3.90%,22.10%,American Indian or Alaska Native Alone
Missouri,2021,10.50%,11.10%,American Indian or Alaska Native Alone
Missouri,2020,12.90%,15.70%,American Indian or Alaska Native Alone
Missouri,2019,7.70%,10.60%,American Indian or Alaska Native Alone
Missouri,2018,11.10%,13.70%,American Indian or Alaska Native Alone
Missouri,2017,25.30%,15.60%,American Indian or Alaska Native Alone
Missouri,2016,10.70%,15.50%,American Indian or Alaska Native Alone
Missouri,2015,13.20%,4.40%,American Indian or Alaska Native Alone
Montana,2022,13.90%,22.00%,American Indian or Alaska Native Alone
Montana,2021,22.70%,31.30%,American Indian or Alaska Native Alone
Montana,2020,16.60%,23.30%,American Indian or Alaska Native Alone
Montana,2019,18.40%,12.50%,American Indian or Alaska Native Alone
Montana,2018,17.20%,27.40%,American Indian or Alaska Native Alone
Montana,2017,12.60%,29.70%,American Indian or Alaska Native Alone
Montana,2016,12.60%,24.30%,American Indian or Alaska Native Alone
Montana,2015,16.20%,17.80%,American Indian or Alaska Native Alone
Nebraska,2022,11.80%,16.40%,American Indian or Alaska Native Alone
Nebraska,2021,11.20%,15.30%,American Indian or Alaska Native Alone
Nebraska,2020,11.90%,20.10%,American Indian or Alaska Native Alone
Nebraska,2019,11.50%,18.90%,American Indian or Alaska Native Alone
Nebraska,2018,13.00%,18.90%,American Indian or Alaska Native Alone
Nebraska,2017,13.00%,18.20%,American Indian or Alaska Native Alone
Nebraska,2016,10.90%,18.80%,American Indian or Alaska Native Alone
Nebraska,2015,12.70%,9.60%,American Indian or Alaska Native Alone
Nevada,2022,14.50%,7.50%,American Indian or Alaska Native Alone
Nevada,2021,8.60%,17.00%,American Indian or Alaska Native Alone
Nevada,2020,10.70%,16.20%,American Indian or Alaska Native Alone
Nevada,2019,5.70%,14.60%,American Indian or Alaska Native Alone
Nevada,2018,13.30%,20.60%,American Indian or Alaska Native Alone
Nevada,2017,6.80%,12.00%,American Indian or Alaska Native Alone
Nevada,2016,14.20%,15.70%,American Indian or Alaska Native Alone
Nevada,2015,3.80%,8.20%,American Indian or Alaska Native Alone
New Hampshire,2022,7.60%,11.10%,American Indian or Alaska Native Alone
New Hampshire,2021,10.90%,12.40%,American Indian or Alaska Native Alone
New Hampshire,2020,12.50%,12.40%,American Indian or Alaska Native Alone
New Hampshire,2019,16.70%,12.90%,American Indian or Alaska Native Alone
New Hampshire,2018,12.10%,10.20%,American Indian or Alaska Native Alone
New Hampshire,2017,7.20%,11.30%,American Indian or Alaska Native Alone
New Hampshire,2016,10.10%,10.10%,American Indian or Alaska Native Alone
New Hampshire,2015,6.50%,10.10%,American Indian or Alaska Native Alone
New Jersey,2022,N,N,American Indian or Alaska Native Alone
New Jersey,2021,N,N,American Indian or Alaska Native Alone
New Jersey,2020,10.90%,34.90%,American Indian or Alaska Native Alone
New Jersey,2019,N,N,American Indian or Alaska Native Alone
New Jersey,2018,6.20%,32.30%,American Indian or Alaska Native Alone
New Jersey,2017,N,N,American Indian or Alaska Native Alone
New Jersey,2016,N,N,American Indian or Alaska Native Alone
New Jersey,2015,0.00%,18.50%,American Indian or Alaska Native Alone
New Mexico,2022,19.90%,24.50%,American Indian or Alaska Native Alone
New Mexico,2021,15.90%,19.00%,American Indian or Alaska Native Alone
New Mexico,2020,23.50%,26.10%,American Indian or Alaska Native Alone
New Mexico,2019,23.20%,36.40%,American Indian or Alaska Native Alone
New Mexico,2018,16.10%,26.10%,American Indian or Alaska Native Alone
New Mexico,2017,29.90%,33.40%,American Indian or Alaska Native Alone
New Mexico,2016,21.80%,16.60%,American Indian or Alaska Native Alone
New Mexico,2015,25.10%,17.70%,American Indian or Alaska Native Alone
New York,2022,9.30%,17.50%,American Indian or Alaska Native Alone
New York,2021,10.20%,13.00%,American Indian or Alaska Native Alone
New York,2020,8.80%,13.70%,American Indian or Alaska Native Alone
New York,2019,8.90%,14.30%,American Indian or Alaska Native Alone
New York,2018,8.40%,13.10%,American Indian or Alaska Native Alone
New York,2017,8.90%,11.00%,American Indian or Alaska Native Alone
New York,2016,10.00%,12.30%,American Indian or Alaska Native Alone
New York,2015,7.10%,12.10%,American Indian or Alaska Native Alone
North Carolina,2022,17.90%,23.90%,American Indian or Alaska Native Alone
North Carolina,2021,15.50%,22.80%,American Indian or Alaska Native Alone
North Carolina,2020,16.30%,20.80%,American Indian or Alaska Native Alone
North Carolina,2019,17.50%,19.40%,American Indian or Alaska Native Alone
North Carolina,2018,14.70%,21.70%,American Indian or Alaska Native Alone
North Carolina,2017,15.80%,17.50%,American Indian or Alaska Native Alone
North Carolina,2016,15.00%,17.10%,American Indian or Alaska Native Alone
North Carolina,2015,19.10%,20.10%,American Indian or Alaska Native Alone
North Dakota,2022,12.80%,22.20%,American Indian or Alaska Native Alone
North Dakota,2021,10.20%,18.00%,American Indian or Alaska Native Alone
North Dakota,2020,11.20%,16.40%,American Indian or Alaska Native Alone
North Dakota,2019,12.00%,17.20%,American Indian or Alaska Native Alone
North Dakota,2018,13.60%,16.70%,American Indian or Alaska Native Alone
North Dakota,2017,10.90%,17.30%,American Indian or Alaska Native Alone
North Dakota,2016,11.40%,16.10%,American Indian or Alaska Native Alone
North Dakota,2015,8.20%,15.90%,American Indian or Alaska Native Alone
Ohio,2022,9.70%,13.30%,American Indian or Alaska Native Alone
Ohio,2021,8.90%,18.40%,American Indian or Alaska Native Alone
Ohio,2020,10.50%,22.70%,American Indian or Alaska Native Alone
Ohio,2019,8.90%,23.70%,American Indian or Alaska Native Alone
Ohio,2018,10.00%,16.60%,American Indian or Alaska Native Alone
Ohio,2017,12.30%,22.30%,American Indian or Alaska Native Alone
Ohio,2016,9.10%,24.20%,American Indian or Alaska Native Alone
Ohio,2015,9.30%,21.40%,American Indian or Alaska Native Alone
Oklahoma,2022,10.20%,18.80%,American Indian or Alaska Native Alone
Oklahoma,2021,14.70%,15.10%,American Indian or Alaska Native Alone
Oklahoma,2020,15.90%,21.90%,American Indian or Alaska Native Alone
Oklahoma,2019,13.30%,23.40%,American Indian or Alaska Native Alone
Oklahoma,2018,15.00%,17.80%,American Indian or Alaska Native Alone
Oklahoma,2017,14.80%,15.60%,American Indian or Alaska Native Alone
Oklahoma,2016,15.00%,31.70%,American Indian or Alaska Native Alone
Oklahoma,2015,13.40%,12.20%,American Indian or Alaska Native Alone
Oregon,2022,17.50%,23.40%,American Indian or Alaska Native Alone
Oregon,2021,17.10%,20.60%,American Indian or Alaska Native Alone
Oregon,2020,14.10%,19.80%,American Indian or Alaska Native Alone
Oregon,2019,15.60%,19.30%,American Indian or Alaska Native Alone
Oregon,2018,12.70%,18.70%,American Indian or Alaska Native Alone
Oregon,2017,13.50%,18.60%,American Indian or Alaska Native Alone
Oregon,2016,15.00%,19.60%,American Indian or Alaska Native Alone
Oregon,2015,14.20%,18.40%,American Indian or Alaska Native Alone
Pennsylvania,2022,11.00%,14.20%,American Indian or Alaska Native Alone
Pennsylvania,2021,14.10%,17.40%,American Indian or Alaska Native Alone
Pennsylvania,2020,14.90%,16.80%,American Indian or Alaska Native Alone
Pennsylvania,2019,18.80%,21.40%,American Indian or Alaska Native Alone
Pennsylvania,2018,14.10%,19.30%,American Indian or Alaska Native Alone
Pennsylvania,2017,7.10%,13.70%,American Indian or Alaska Native Alone
Pennsylvania,2016,16.90%,12.40%,American Indian or Alaska Native Alone
Pennsylvania,2015,14.60%,13.90%,American Indian or Alaska Native Alone
Rhode Island,2022,12.60%,20.30%,American Indian or Alaska Native Alone
Rhode Island,2021,17.50%,19.10%,American Indian or Alaska Native Alone
Rhode Island,2020,17.90%,22.00%,American Indian or Alaska Native Alone
Rhode Island,2019,18.30%,22.60%,American Indian or Alaska Native Alone
Rhode Island,2018,16.40%,24.10%,American Indian or Alaska Native Alone
Rhode Island,2017,18.20%,21.90%,American Indian or Alaska Native Alone
Rhode Island,2016,13.60%,13.90%,American Indian or Alaska Native Alone
Rhode Island,2015,10.60%,18.70%,American Indian or Alaska Native Alone
South Carolina,2022,N,N,American Indian or Alaska Native Alone
South Carolina,2021,N,N,American Indian or Alaska Native Alone
South Carolina,2020,14.30%,16.50%,American Indian or Alaska Native Alone
South Carolina,2019,N,N,American Indian or Alaska Native Alone
South Carolina,2018,18.30%,34.70%,American Indian or Alaska Native Alone
South Carolina,2017,34.90%,17.40%,American Indian or Alaska Native Alone
South Carolina,2016,N,N,American Indian or Alaska Native Alone
South Carolina,2015,38.80%,0.00%,American Indian or Alaska Native Alone
South Dakota,2022,7.80%,17.50%,American Indian or Alaska Native Alone
South Dakota,2021,10.60%,14.90%,American Indian or Alaska Native Alone
South Dakota,2020,12.40%,13.30%,American Indian or Alaska Native Alone
South Dakota,2019,17.10%,21.30%,American Indian or Alaska Native Alone
South Dakota,2018,6.10%,8.10%,American Indian or Alaska Native Alone
South Dakota,2017,12.40%,10.40%,American Indian or Alaska Native Alone
South Dakota,2016,18.00%,11.20%,American Indian or Alaska Native Alone
South Dakota,2015,16.40%,14.00%,American Indian or Alaska Native Alone
Tennessee,2022,8.30%,12.30%,American Indian or Alaska Native Alone
Tennessee,2021,10.70%,9.90%,American Indian or Alaska Native Alone
Tennessee,2020,7.70%,11.30%,American Indian or Alaska Native Alone
Tennessee,2019,8.80%,8.90%,American Indian or Alaska Native Alone
Tennessee,2018,8.90%,10.10%,American Indian or Alaska Native Alone
Tennessee,2017,7.50%,10.60%,American Indian or Alaska Native Alone
Tennessee,2016,7.40%,13.20%,American Indian or Alaska Native Alone
Tennessee,2015,7.30%,10.70%,American Indian or Alaska Native Alone
Texas,2022,10.50%,17.30%,American Indian or Alaska Native Alone
Texas,2021,16.50%,17.50%,American Indian or Alaska Native Alone
Texas,2020,17.40%,19.80%,American Indian or Alaska Native Alone
Texas,2019,14.30%,16.80%,American Indian or Alaska Native Alone
Texas,2018,16.00%,13.20%,American Indian or Alaska Native Alone
Texas,2017,21.00%,32.00%,American Indian or Alaska Native Alone
Texas,2016,11.80%,17.80%,American Indian or Alaska Native Alone
Texas,2015,43.50%,26.80%,American Indian or Alaska Native Alone
Utah,2022,16.40%,21.10%,American Indian or Alaska Native Alone
Utah,2021,20.40%,21.00%,American Indian or Alaska Native Alone
Utah,2020,20.00%,22.00%,American Indian or Alaska Native Alone
Utah,2019,24.30%,23.60%,American Indian or Alaska Native Alone
Utah,2018,21.40%,22.90%,American Indian or Alaska Native Alone
Utah,2017,18.90%,22.20%,American Indian or Alaska Native Alone
Utah,2016,17.40%,17.50%,American Indian or Alaska Native Alone
Utah,2015,17.70%,22.60%,American Indian or Alaska Native Alone
Vermont,2022,22.00%,20.10%,American Indian or Alaska Native Alone
Vermont,2021,13.00%,23.40%,American Indian or Alaska Native Alone
Vermont,2020,11.60%,15.10%,American Indian or Alaska Native Alone
Vermont,2019,12.30%,11.10%,American Indian or Alaska Native Alone
Vermont,2018,10.10%,16.60%,American Indian or Alaska Native Alone
Vermont,2017,18.70%,15.70%,American Indian or Alaska Native Alone
Vermont,2016,9.20%,12.50%,American Indian or Alaska Native Alone
Vermont,2015,6.90%,12.50%,American Indian or Alaska Native Alone
Virginia,2022,N,N,American Indian or Alaska Native Alone
Virginia,2021,N,N,American Indian or Alaska Native Alone
Virginia,2020,17.00%,15.40%,American Indian or Alaska Native Alone
Virginia,2019,23.20%,10.70%,American Indian or Alaska Native Alone
Virginia,2018,N,N,American Indian or Alaska Native Alone
Virginia,2017,0.00%,4.30%,American Indian or Alaska Native Alone
Virginia,2016,N,N,American Indian or Alaska Native Alone
Virginia,2015,4.50%,9.10%,American Indian or Alaska Native Alone
Washington,2022,20.50%,28.10%,American Indian or Alaska Native Alone
Washington,2021,17.70%,24.30%,American Indian or Alaska Native Alone
Washington,2020,24.70%,29.90%,American Indian or Alaska Native Alone
Washington,2019,32.70%,26.30%,American Indian or Alaska Native Alone
Washington,2018,19.00%,29.70%,American Indian or Alaska Native Alone
Washington,2017,19.50%,25.60%,American Indian or Alaska Native Alone
Washington,2016,22.30%,29.80%,American Indian or Alaska Native Alone
Washington,2015,22.20%,27.30%,American Indian or Alaska Native Alone
West Virginia,2022,13.00%,19.10%,American Indian or Alaska Native Alone
West Virginia,2021,13.40%,18.40%,American Indian or Alaska Native Alone
West Virginia,2020,13.50%,17.00%,American Indian or Alaska Native Alone
West Virginia,2019,13.90%,17.50%,American Indian or Alaska Native Alone
West Virginia,2018,16.30%,15.20%,American Indian or Alaska Native Alone
West Virginia,2017,12.50%,17.60%,American Indian or Alaska Native Alone
West Virginia,2016,9.60%,17.60%,American Indian or Alaska Native Alone
West Virginia,2015,8.90%,14.40%,American Indian or Alaska Native Alone
Wisconsin,2022,13.40%,7.60%,American Indian or Alaska Native Alone
Wisconsin,2021,10.30%,4.10%,American Indian or Alaska Native Alone
Wisconsin,2020,4.50%,15.20%,American Indian or Alaska Native Alone
Wisconsin,2019,20.10%,20.60%,American Indian or Alaska Native Alone
Wisconsin,2018,N,N,American Indian or Alaska Native Alone
Wisconsin,2017,N,N,American Indian or Alaska Native Alone
Wisconsin,2016,0.00%,9.40%,American Indian or Alaska Native Alone
Wisconsin,2015,N,N,American Indian or Alaska Native Alone
Wyoming,2022,12.90%,19.80%,American Indian or Alaska Native Alone
Wyoming,2021,9.80%,13.40%,American Indian or Alaska Native Alone
Wyoming,2020,12.10%,18.30%,American Indian or Alaska Native Alone
Wyoming,2019,10.00%,18.80%,American Indian or Alaska Native Alone
Wyoming,2018,16.00%,22.00%,American Indian or Alaska Native Alone
Wyoming,2017,11.00%,14.80%,American Indian or Alaska Native Alone
Wyoming,2016,16.70%,16.20%,American Indian or Alaska Native Alone
Wyoming,2015,10.70%,12.70%,American Indian or Alaska Native Alone
Puerto Rico,2022,3.20%,7.80%,American Indian or Alaska Native Alone
Puerto Rico,2021,6.00%,19.40%,American Indian or Alaska Native Alone
Puerto Rico,2020,10.60%,11.20%,American Indian or Alaska Native Alone
Puerto Rico,2019,7.30%,14.50%,American Indian or Alaska Native Alone
Puerto Rico,2018,18.80%,5.00%,American Indian or Alaska Native Alone
Puerto Rico,2017,6.80%,19.10%,American Indian or Alaska Native Alone
Puerto Rico,2016,10.70%,19.00%,American Indian or Alaska Native Alone
Puerto Rico,2015,18.10%,3.10%,American Indian or Alaska Native Alone
Alabama,2022,58.30%,49.30%,Asian Alone
Alabama,2021,61.80%,59.40%,Asian Alone
Alabama,2020,54.50%,48.60%,Asian Alone
Alabama,2019,57.80%,54.30%,Asian Alone
Alabama,2018,57.80%,48.40%,Asian Alone
Alabama,2017,54.10%,42.00%,Asian Alone
Alabama,2016,53.40%,44.80%,Asian Alone
Alabama,2015,61.00%,42.90%,Asian Alone
Alaska,2022,22.00%,27.30%,Asian Alone
Alaska,2021,26.00%,33.00%,Asian Alone
Alaska,2020,20.50%,30.50%,Asian Alone
Alaska,2019,20.70%,34.80%,Asian Alone
Alaska,2018,22.50%,26.40%,Asian Alone
Alaska,2017,19.30%,31.20%,Asian Alone
Alaska,2016,22.20%,29.40%,Asian Alone
Alaska,2015,18.50%,29.30%,Asian Alone
Arizona,2022,61.70%,54.80%,Asian Alone
Arizona,2021,63.90%,53.60%,Asian Alone
Arizona,2020,63.00%,53.30%,Asian Alone
Arizona,2019,65.60%,54.60%,Asian Alone
Arizona,2018,62.90%,52.20%,Asian Alone
Arizona,2017,63.00%,51.70%,Asian Alone
Arizona,2016,58.90%,51.20%,Asian Alone
Arizona,2015,59.00%,50.30%,Asian Alone
Arkansas,2022,65.20%,50.70%,Asian Alone
Arkansas,2021,55.30%,37.60%,Asian Alone
Arkansas,2020,54.20%,45.30%,Asian Alone
Arkansas,2019,62.40%,49.90%,Asian Alone
Arkansas,2018,50.90%,39.00%,Asian Alone
Arkansas,2017,49.00%,48.00%,Asian Alone
Arkansas,2016,56.10%,40.60%,Asian Alone
Arkansas,2015,56.80%,46.70%,Asian Alone
California,2022,57.10%,55.50%,Asian Alone
California,2021,55.90%,54.50%,Asian Alone
California,2020,54.70%,52.70%,Asian Alone
California,2019,55.40%,53.40%,Asian Alone
California,2018,54.60%,52.20%,Asian Alone
California,2017,53.80%,51.30%,Asian Alone
California,2016,53.10%,50.70%,Asian Alone
California,2015,52.00%,49.70%,Asian Alone
Colorado,2022,60.10%,55.50%,Asian Alone
Colorado,2021,56.10%,52.10%,Asian Alone
Colorado,2020,54.30%,49.30%,Asian Alone
Colorado,2019,54.60%,52.40%,Asian Alone
Colorado,2018,60.90%,53.80%,Asian Alone
Colorado,2017,57.20%,48.50%,Asian Alone
Colorado,2016,54.10%,48.00%,Asian Alone
Colorado,2015,54.70%,47.40%,Asian Alone
Connecticut,2022,67.00%,62.50%,Asian Alone
Connecticut,2021,67.30%,65.20%,Asian Alone
Connecticut,2020,69.20%,63.80%,Asian Alone
Connecticut,2019,66.40%,64.20%,Asian Alone
Connecticut,2018,70.10%,64.90%,Asian Alone
Connecticut,2017,68.90%,59.90%,Asian Alone
Connecticut,2016,70.00%,61.80%,Asian Alone
Connecticut,2015,66.20%,59.00%,Asian Alone
Delaware,2022,74.70%,60.90%,Asian Alone
Delaware,2021,77.30%,68.90%,Asian Alone
Delaware,2020,70.10%,57.80%,Asian Alone
Delaware,2019,74.60%,58.50%,Asian Alone
Delaware,2018,64.10%,48.80%,Asian Alone
Delaware,2017,73.60%,60.70%,Asian Alone
Delaware,2016,69.80%,58.50%,Asian Alone
Delaware,2015,72.20%,64.40%,Asian Alone
Florida,2022,85.30%,88.80%,Asian Alone
Florida,2021,76.60%,82.20%,Asian Alone
Florida,2020,83.70%,83.30%,Asian Alone
Florida,2019,81.10%,79.70%,Asian Alone
Florida,2018,84.90%,86.20%,Asian Alone
Florida,2017,85.50%,79.30%,Asian Alone
Florida,2016,82.60%,87.60%,Asian Alone
Florida,2015,76.50%,78.90%,Asian Alone
Georgia,2022,56.20%,51.80%,Asian Alone
Georgia,2021,54.10%,50.40%,Asian Alone
Georgia,2020,52.60%,48.30%,Asian Alone
Georgia,2019,54.10%,47.80%,Asian Alone
Georgia,2018,51.70%,47.30%,Asian Alone
Georgia,2017,55.10%,47.40%,Asian Alone
Georgia,2016,52.60%,48.20%,Asian Alone
Georgia,2015,52.20%,45.80%,Asian Alone
Hawaii,2022,62.60%,53.10%,Asian Alone
Hawaii,2021,61.30%,56.00%,Asian Alone
Hawaii,2020,60.00%,54.10%,Asian Alone
Hawaii,2019,59.40%,55.60%,Asian Alone
Hawaii,2018,60.20%,53.00%,Asian Alone
Hawaii,2017,56.60%,51.60%,Asian Alone
Hawaii,2016,62.10%,53.90%,Asian Alone
Hawaii,2015,56.30%,48.30%,Asian Alone
